"Date Time, GMT-11:00",Timu1daily
2014-08-15,0.0
2014-08-16,4.318
2014-08-17,13.715999999999987
2014-08-18,0.254
2014-08-19,12.191999999999988
2014-08-20,1.27
2014-08-21,0.0
2014-08-22,0.0
2014-08-23,14.223999999999988
2014-08-24,0.0
2014-08-25,0.0
2014-08-26,0.0
2014-08-27,3.556
2014-08-28,1.016
2014-08-29,0.0
2014-08-30,4.825999999999999
2014-08-31,3.302
2014-09-01,0.0
2014-09-02,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,0.0
2014-09-06,0.254
2014-09-07,1.27
2014-09-08,4.318
2014-09-09,0.508
2014-09-10,1.778
2014-09-11,0.0
2014-09-12,0.508
2014-09-13,4.318
2014-09-14,5.841999999999997
2014-09-15,16.509999999999987
2014-09-16,0.0
2014-09-17,1.27
2014-09-18,0.762
2014-09-19,0.254
2014-09-20,0.0
2014-09-21,0.0
2014-09-22,3.048
2014-09-23,20.574000000000005
2014-09-24,3.556
2014-09-25,36.57599999999999
2014-09-26,5.333999999999998
2014-09-27,0.0
2014-09-28,1.016
2014-09-29,1.778
2014-09-30,0.0
2014-10-01,0.0
2014-10-02,0.254
2014-10-03,0.508
2014-10-04,0.0
2014-10-05,0.0
2014-10-06,0.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-11,0.0
2014-10-12,0.508
2014-10-13,1.016
2014-10-14,27.940000000000015
2014-10-15,35.559999999999995
2014-10-16,0.0
2014-10-17,1.778
2014-10-18,7.111999999999995
2014-10-19,0.0
2014-10-20,0.0
2014-10-21,0.0
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-25,0.508
2014-10-26,0.0
2014-10-27,4.571999999999999
2014-10-28,4.571999999999999
2014-10-29,0.0
2014-10-30,6.0959999999999965
2014-10-31,0.0
2014-11-01,10.159999999999991
2014-11-02,39.87799999999999
2014-11-03,49.27599999999998
2014-11-04,0.762
2014-11-05,2.54
2014-11-06,0.0
2014-11-07,0.0
2014-11-08,2.286
2014-11-09,0.0
2014-11-10,8.636
2014-11-11,9.143999999999998
2014-11-12,20.574000000000005
2014-11-13,0.254
